Customer_ID,Age,Gender,Marital_Status,Education_Level,Employment_Status,Account_Tenure_Months,Account_Type,Number_of_Products,Average_Balance,Monthly_Transactions,Online_Banking_Usage,Mobile_Banking_Usage,Number_of_Complaints,Complaint_Resolution_Rate,Customer_Support_Calls,Email_Opt_In,Credit_Card_Holder,Loan_Account_Holder,Churn
CUST0420,38,Male,Single,Primary,Employed,82,Savings,4,137787,14,5,8,0,0.96,0,1,0,0,0
CUST2994,24,Male,Single,University,Employed,135,Fixed Deposit,1,344588,8,9,8,0,0.99,0,0,1,1,0
CUST0582,47,Female,Divorced,None,Employed,105,Savings,3,290867,12,5,13,0,0.87,1,1,1,0,0
CUST2621,41,Female,Single,Secondary,Self-employed,107,Current,4,192455,17,11,2,0,0.99,1,1,1,1,0
CUST1851,42,Male,Divorced,Primary,Employed,48,Savings,3,70869,16,5,9,0,0.78,1,1,0,0,1
CUST1233,37,Male,Married,Primary,Employed,146,Savings,1,96832,10,6,8,0,0.58,1,1,1,0,0
CUST2397,42,Female,Divorced,Secondary,Unemployed,176,Savings,2,45200,10,9,12,1,0.68,1,1,0,0,0
CUST2551,59,Female,Single,University,Employed,34,Savings,2,13407,14,9,9,0,0.97,1,1,0,0,0
CUST1078,39,Female,Single,University,Unemployed,174,Savings,4,119954,16,7,11,0,0.93,1,0,0,0,0
CUST2990,31,Male,Single,Secondary,Employed,64,Savings,1,312638,7,5,8,0,0.97,1,0,0,0,0
CUST1944,29,Female,Married,Secondary,Unemployed,25,Current,1,47451,19,14,9,1,0.95,0,1,0,1,0
CUST2751,54,Female,Married,Secondary,Self-employed,6,Current,2,27971,11,3,11,0,0.65,2,1,0,0,1
CUST1825,33,Female,Married,University,Self-employed,145,Current,4,17418,13,8,7,0,0.93,0,1,0,0,1
CUST1265,38,Female,Married,University,Employed,159,Savings,1,66425,15,3,12,0,0.6,1,0,0,0,1
CUST1311,29,Female,Single,University,Employed,93,Fixed Deposit,3,232525,13,6,6,0,0.78,1,1,0,0,0
CUST1902,25,Male,Married,University,Unemployed,137,Savings,1,198550,17,5,10,0,0.76,1,1,0,0,0
CUST2122,29,Female,Single,University,Employed,132,Current,1,21406,21,10,4,0,0.88,1,1,0,0,0
CUST1474,38,Male,Single,Secondary,Employed,129,Savings,1,350906,13,9,12,0,0.52,0,1,1,0,0
CUST2725,18,Female,Married,None,Unemployed,68,Savings,2,264493,11,7,13,0,0.98,0,1,0,0,1
CUST1658,28,Female,Married,Secondary,Self-employed,81,Savings,2,241999,16,9,8,0,0.57,2,1,0,1,1
CUST1659,37,Female,Single,University,Self-employed,143,Current,2,43973,14,6,8,0,0.54,0,0,0,1,0
CUST2617,26,Female,Married,Secondary,Self-employed,145,Savings,2,57377,16,6,13,0,0.63,3,0,1,0,0
CUST0767,41,Male,Married,Primary,Employed,19,Fixed Deposit,2,23688,12,10,10,0,0.77,1,1,0,0,0
CUST1125,34,Male,Single,Secondary,Employed,16,Fixed Deposit,3,325387,16,4,12,0,0.56,0,1,0,0,0
CUST2201,24,Female,Single,None,Employed,95,Current,2,62502,10,8,11,0,0.66,2,1,0,0,0
CUST2478,42,Female,Married,Secondary,Employed,135,Savings,4,127489,10,8,6,0,0.95,2,1,0,1,0
CUST0052,37,Female,Single,University,Self-employed,20,Savings,2,626753,9,14,11,0,0.52,0,1,1,0,0
CUST0773,36,Male,Single,Secondary,Employed,142,Savings,3,39280,11,7,11,1,0.91,1,1,1,1,0
CUST1668,48,Male,Married,Secondary,Employed,92,Savings,1,185883,11,4,11,0,0.69,2,1,1,0,1
CUST0162,21,Female,Married,Secondary,Employed,48,Fixed Deposit,2,323580,11,5,8,1,0.89,3,1,0,0,0
CUST0473,18,Female,Married,None,Employed,20,Current,1,411165,15,7,11,0,0.92,1,1,1,0,0
CUST2889,54,Female,Single,Secondary,Self-employed,148,Current,1,2336,14,10,6,0,0.62,1,1,1,0,0
CUST1052,38,Male,Married,Primary,Employed,165,Savings,1,119325,12,6,7,0,0.81,1,1,0,0,1
CUST2377,36,Male,Single,Secondary,Self-employed,45,Savings,1,13171,14,6,10,0,0.58,1,1,0,0,1
CUST0002,33,Male,Single,Primary,Employed,144,Savings,1,170747,22,8,10,0,0.92,0,1,0,0,0
CUST1251,44,Female,Married,Primary,Self-employed,20,Savings,1,128206,15,8,12,0,0.67,0,0,1,0,0
CUST1061,46,Female,Married,Secondary,Employed,118,Savings,2,44565,18,4,9,0,0.69,4,1,0,1,1
CUST2424,20,Male,Single,Primary,Employed,116,Savings,1,126437,17,7,7,0,0.83,0,1,0,1,0
CUST2149,26,Female,Married,Secondary,Employed,117,Current,1,388203,13,7,10,0,0.98,2,1,1,1,1
CUST2984,54,Male,Married,None,Employed,75,Savings,3,13512,19,7,10,0,0.97,1,0,0,0,0
CUST1334,24,Male,Married,Secondary,Employed,18,Savings,3,16717,8,11,13,0,0.71,0,1,0,0,0
CUST2350,30,Male,Single,Primary,Self-employed,120,Current,4,193527,16,11,4,1,0.59,2,1,0,0,0
CUST2955,45,Female,Single,University,Employed,34,Savings,3,306415,16,5,12,0,0.81,5,1,0,0,0
CUST0941,29,Female,Single,University,Self-employed,154,Fixed Deposit,1,13602,15,10,9,0,0.57,0,1,0,0,0
CUST0700,51,Male,Married,Secondary,Employed,98,Savings,3,48416,10,6,11,0,0.77,0,1,0,0,0
CUST1667,30,Female,Single,Secondary,Self-employed,130,Savings,2,88258,13,7,11,0,0.59,1,1,1,0,0
CUST1528,29,Female,Married,None,Employed,23,Savings,3,244921,17,15,13,0,0.93,0,1,0,0,0
CUST0715,42,Male,Single,Primary,Employed,14,Savings,1,501658,16,6,11,0,0.82,0,1,0,0,0
CUST0745,18,Female,Single,Primary,Employed,54,Current,3,328643,9,6,11,0,0.98,2,1,0,1,1
CUST2681,35,Male,Single,Secondary,Employed,92,Current,2,43607,17,8,8,0,0.66,0,1,1,0,0
CUST2847,31,Female,Married,Primary,Self-employed,16,Savings,1,115827,12,9,10,0,0.56,1,1,1,0,0
CUST0469,45,Male,Married,Primary,Self-employed,30,Current,1,187258,10,8,10,0,0.61,0,1,0,1,1
CUST1359,24,Male,Married,Primary,Employed,118,Savings,3,32852,17,8,6,0,0.62,2,1,0,1,0
CUST2081,30,Female,Married,Primary,Employed,165,Savings,3,296505,12,9,4,0,0.71,0,1,0,1,1
CUST2713,39,Female,Married,None,Unemployed,5,Savings,1,125932,16,9,10,0,0.8,2,1,1,0,1
CUST0520,35,Male,Married,Secondary,Employed,35,Savings,1,456669,20,10,10,0,0.79,0,0,0,0,0
CUST2999,29,Male,Single,Primary,Employed,62,Current,1,42432,11,8,10,0,0.9,0,1,1,1,1
CUST2426,21,Female,Married,Primary,Employed,70,Savings,1,106030,18,8,13,0,0.7,2,1,1,0,1
CUST1738,30,Female,Married,Primary,Unemployed,179,Savings,2,66677,18,6,10,0,0.98,1,1,1,0,1
CUST2979,43,Male,Single,Primary,Employed,90,Current,2,465359,17,8,8,0,0.67,1,1,0,0,0
CUST1753,56,Male,Single,Secondary,Self-employed,5,Current,2,130847,11,9,12,0,0.51,0,1,0,1,1
CUST0601,37,Male,Single,Secondary,Employed,154,Savings,2,312031,15,8,11,1,0.74,1,0,1,0,0
CUST1121,19,Male,Married,Secondary,Employed,64,Savings,1,136637,15,5,16,0,0.54,1,0,0,0,0
CUST1945,21,Female,Divorced,University,Self-employed,142,Savings,1,232939,19,10,11,0,0.63,4,0,1,0,0
CUST1774,31,Female,Married,Primary,Unemployed,97,Savings,2,58936,15,7,9,0,0.57,0,0,0,0,0
CUST1888,35,Male,Married,Secondary,Self-employed,22,Current,3,462055,22,10,17,0,0.54,2,0,0,1,1
CUST1359,31,Male,Single,Secondary,Employed,31,Savings,2,68458,18,2,8,0,0.88,1,1,0,0,0
CUST2611,34,Female,Married,University,Self-employed,93,Savings,1,77995,14,12,11,1,0.79,4,0,0,1,1
CUST2457,57,Female,Divorced,Primary,Employed,119,Savings,1,139427,11,11,2,0,0.51,2,1,0,0,0
CUST1730,24,Male,Married,Secondary,Employed,158,Savings,2,163944,12,13,8,0,0.69,0,1,0,0,0
CUST2009,26,Male,Married,Secondary,Employed,14,Fixed Deposit,2,504169,19,10,13,0,0.69,0,0,0,0,1
CUST2981,43,Female,Single,Primary,Employed,40,Savings,4,693311,13,6,10,1,0.53,1,1,0,0,1
CUST0923,39,Male,Divorced,University,Self-employed,114,Current,3,186236,17,9,10,0,0.98,1,1,1,1,0
CUST0147,38,Female,Married,Secondary,Self-employed,6,Savings,1,86428,13,3,11,0,0.71,0,1,0,0,0
CUST2172,59,Male,Single,Secondary,Employed,148,Current,1,236773,18,6,10,0,0.53,1,1,0,1,0
CUST0441,31,Male,Single,None,Self-employed,168,Savings,2,140533,13,8,8,0,0.77,0,1,0,0,0
CUST1750,29,Male,Single,Secondary,Employed,41,Current,1,20737,15,10,9,0,0.59,0,0,0,0,1
CUST1814,50,Female,Divorced,Secondary,Employed,40,Current,1,234519,15,9,16,0,0.89,2,1,0,0,1
CUST1840,20,Male,Married,Secondary,Employed,44,Savings,1,78718,25,5,10,0,0.89,1,0,1,1,0
CUST2812,29,Female,Single,Secondary,Self-employed,89,Current,2,72965,15,13,12,0,0.84,1,1,1,0,0
CUST0453,43,Female,Married,Secondary,Employed,37,Savings,2,109423,13,1,9,2,0.61,1,1,0,0,1
CUST2532,35,Male,Married,Secondary,Employed,136,Current,1,167977,14,14,11,1,0.63,2,1,0,0,0
CUST1506,41,Female,Single,Primary,Employed,23,Current,1,22088,22,10,7,0,0.5,1,1,0,0,1
CUST1578,42,Male,Married,Primary,Unemployed,76,Savings,2,170815,13,9,6,0,0.87,2,0,0,0,0
CUST0081,40,Male,Single,None,Employed,145,Savings,2,596596,13,17,13,0,0.89,2,0,0,0,0
CUST1405,42,Female,Single,Secondary,Self-employed,138,Savings,1,104634,18,9,7,0,0.98,2,0,0,0,0
CUST1797,28,Male,Single,Secondary,Employed,61,Savings,3,6168,13,7,15,1,0.76,1,1,0,0,1
CUST0874,33,Female,Married,Primary,Self-employed,32,Fixed Deposit,2,195171,16,7,16,0,0.74,1,1,0,0,0
CUST0954,40,Female,Married,Primary,Employed,27,Savings,1,31631,13,7,9,1,0.8,0,0,0,0,1
CUST1786,43,Female,Single,University,Self-employed,41,Current,1,236724,9,8,17,1,0.96,3,0,0,0,0
CUST0822,68,Female,Single,Secondary,Employed,143,Savings,2,254869,15,7,11,0,0.69,1,0,0,0,0
CUST0009,41,Female,Married,Secondary,Employed,176,Savings,1,42325,22,7,6,0,0.71,0,0,0,0,0
CUST1474,28,Male,Single,Primary,Employed,48,Current,2,1288,13,3,8,1,0.82,1,1,0,0,1
CUST1108,36,Female,Married,Primary,Self-employed,73,Savings,2,247408,15,11,14,0,0.6,1,1,0,0,0
CUST0052,22,Male,Single,University,Employed,143,Current,4,73408,17,7,9,0,0.63,1,0,1,0,1
CUST0401,42,Female,Single,Secondary,Employed,108,Savings,1,168866,22,6,8,0,0.57,1,0,0,0,0
CUST2616,38,Female,Single,Primary,Self-employed,84,Savings,3,109323,6,8,9,0,0.81,1,0,0,0,0
CUST1554,40,Female,Single,Primary,Self-employed,144,Fixed Deposit,3,17246,15,8,11,0,0.93,2,1,0,0,0
CUST0773,46,Male,Married,Primary,Employed,2,Savings,2,137475,9,8,8,0,0.8,2,1,0,0,1
CUST2103,38,Female,Married,Secondary,Unemployed,85,Savings,3,70499,12,8,10,0,0.58,1,1,1,0,0
CUST2549,31,Female,Married,None,Self-employed,171,Fixed Deposit,1,3466,14,12,6,1,0.59,1,1,0,0,0
CUST2043,46,Female,Divorced,Primary,Employed,171,Savings,2,64123,18,13,14,0,0.68,0,0,0,0,0
CUST2433,34,Male,Single,Primary,Employed,150,Current,3,13403,16,13,13,0,0.68,2,1,0,0,0
CUST1285,22,Male,Married,Secondary,Employed,95,Fixed Deposit,3,56818,11,4,5,0,0.5,1,1,1,1,0
CUST2183,38,Female,Single,Primary,Self-employed,43,Savings,3,190117,15,7,16,0,0.92,3,0,1,0,1
CUST0510,28,Male,Single,None,Employed,161,Savings,2,565488,16,7,14,0,0.97,3,1,0,0,0
CUST1766,43,Male,Married,Primary,Unemployed,170,Savings,4,58238,10,2,11,0,0.58,1,1,1,0,0
CUST1429,52,Male,Single,Secondary,Employed,7,Current,1,34522,12,10,16,0,0.8,1,1,1,0,0
CUST2936,26,Male,Single,Secondary,Employed,82,Current,1,6457,17,9,7,0,0.59,3,1,1,1,1
CUST1292,29,Female,Married,University,Employed,71,Current,1,252268,20,9,11,0,0.69,0,0,1,1,0
CUST0270,24,Male,Married,University,Employed,12,Savings,4,32739,19,8,9,0,0.64,1,1,1,0,0
CUST1009,22,Male,Single,Secondary,Unemployed,87,Savings,2,215895,16,6,10,0,0.64,0,1,0,0,0
CUST2125,29,Female,Single,Secondary,Self-employed,135,Savings,2,188612,12,8,10,0,0.75,2,0,0,1,0
CUST1646,18,Female,Divorced,Secondary,Employed,117,Savings,1,500,13,10,6,2,0.86,1,0,0,0,1
CUST2528,37,Male,Single,None,Employed,164,Savings,2,346631,20,7,12,0,0.77,1,1,1,0,0
CUST0535,39,Female,Single,University,Employed,135,Current,4,150725,19,5,6,0,0.79,0,1,1,0,0
CUST1846,35,Female,Single,Secondary,Unemployed,161,Savings,3,43898,16,8,16,0,0.54,0,1,0,0,0
CUST2125,39,Male,Single,None,Employed,58,Savings,2,235213,12,6,14,1,0.99,2,0,0,1,0
CUST0233,41,Female,Married,None,Employed,128,Current,1,93251,13,3,8,0,0.58,2,1,0,0,0
CUST1048,28,Female,Married,Primary,Employed,158,Current,1,729,17,6,11,0,0.68,0,1,0,0,0
CUST2016,42,Male,Single,Secondary,Employed,110,Savings,3,193472,15,9,10,0,0.75,2,0,1,0,0
CUST2840,39,Male,Single,Secondary,Employed,22,Savings,1,302894,7,8,7,0,0.92,2,1,0,0,0
CUST1391,33,Male,Single,Primary,Unemployed,83,Savings,1,19685,18,11,11,0,0.71,1,1,1,0,1
CUST1191,46,Male,Married,Primary,Self-employed,52,Savings,2,268953,20,9,12,0,0.53,1,1,0,0,0
CUST2149,44,Female,Single,Secondary,Employed,166,Savings,2,80714,21,12,8,0,0.64,3,1,0,1,0
CUST2641,24,Female,Divorced,University,Self-employed,35,Savings,1,189133,22,6,13,0,0.52,1,1,0,0,1
CUST1367,42,Female,Divorced,Primary,Employed,14,Savings,3,129838,11,6,8,0,0.95,1,1,1,0,0
CUST0341,18,Female,Married,Secondary,Employed,106,Current,4,183927,11,11,15,0,0.79,2,1,0,0,0
CUST0775,26,Female,Married,None,Employed,179,Savings,1,24344,16,15,5,0,0.58,0,0,0,1,0
CUST0951,24,Male,Married,Secondary,Employed,14,Current,2,178621,19,9,15,0,0.81,2,1,1,0,1
CUST0851,44,Female,Single,Secondary,Employed,101,Savings,1,101741,19,10,13,0,0.79,0,1,1,0,0
CUST0217,46,Male,Single,None,Employed,108,Savings,2,115719,9,8,13,0,0.93,0,1,1,1,0
CUST2949,35,Male,Married,Primary,Self-employed,87,Savings,1,85616,11,6,6,0,0.65,1,0,0,0,0
CUST2603,26,Male,Married,Primary,Employed,85,Savings,3,15960,12,8,8,0,0.85,0,1,0,1,0
CUST2912,43,Female,Married,Secondary,Self-employed,17,Savings,1,39635,19,5,12,1,0.64,0,1,0,0,0
CUST2859,35,Male,Single,Secondary,Employed,25,Current,1,522405,15,9,9,1,0.83,2,0,0,0,1
CUST2662,20,Female,Married,Secondary,Employed,109,Fixed Deposit,1,110084,18,10,5,1,0.6,0,1,0,1,0
CUST0125,45,Male,Single,None,Self-employed,22,Current,3,326892,22,4,9,0,0.52,1,1,0,1,1
CUST2123,44,Female,Married,Secondary,Employed,118,Savings,3,882390,15,12,10,0,0.65,0,1,0,0,0
CUST1279,38,Female,Single,None,Employed,113,Current,1,177982,13,10,7,0,0.59,1,1,0,0,0
CUST1297,48,Female,Married,Secondary,Employed,34,Savings,3,95611,16,7,7,1,0.61,1,1,0,0,1
CUST2266,51,Male,Married,Primary,Employed,77,Savings,3,133768,22,4,6,0,0.81,2,1,0,0,0
CUST1053,56,Female,Married,Primary,Self-employed,156,Savings,1,225583,13,12,9,0,0.92,2,1,0,0,0
CUST1500,46,Male,Married,Secondary,Employed,86,Current,2,82917,19,7,8,1,0.6,1,0,0,0,0
CUST0587,50,Female,Married,Secondary,Employed,75,Savings,2,89505,12,12,6,0,0.69,2,1,0,0,1
CUST1579,32,Male,Divorced,Primary,Employed,19,Fixed Deposit,2,35610,14,6,16,0,0.9,0,1,0,0,0
CUST0147,50,Female,Single,Secondary,Employed,114,Savings,1,1347,12,6,12,0,0.58,0,1,0,0,0
CUST2260,25,Female,Married,Primary,Employed,147,Savings,2,97172,13,7,9,0,0.67,0,1,0,1,1
CUST0276,53,Male,Married,Secondary,Employed,75,Savings,2,63918,10,9,10,1,0.87,1,1,0,1,0
CUST1543,31,Female,Single,University,Employed,23,Savings,3,390305,15,5,9,0,0.96,1,1,1,1,0
CUST1098,22,Female,Married,Primary,Self-employed,57,Fixed Deposit,4,3267,14,9,10,0,0.71,0,1,0,0,0
CUST1409,26,Female,Single,University,Self-employed,80,Fixed Deposit,1,93286,17,12,15,0,0.78,2,0,1,0,0
CUST0892,34,Female,Married,Primary,Self-employed,85,Savings,4,270873,21,6,15,2,0.67,4,0,0,0,1
CUST2793,18,Male,Married,Primary,Employed,29,Current,1,293208,16,6,11,0,0.79,3,1,1,0,1
CUST0823,42,Male,Divorced,Secondary,Self-employed,54,Savings,3,584286,10,6,10,0,0.54,2,0,0,0,0
CUST2664,47,Female,Married,Secondary,Employed,91,Current,1,18900,15,4,10,0,0.87,1,1,0,1,0
CUST1494,19,Male,Married,Primary,Employed,83,Savings,1,58274,24,7,10,1,0.91,3,1,0,0,0
CUST2718,53,Female,Married,Secondary,Employed,62,Current,2,116172,13,8,13,1,0.88,1,1,1,0,0
CUST0265,50,Male,Single,Primary,Self-employed,1,Savings,2,214052,15,8,7,0,0.69,0,1,1,0,0
CUST2969,32,Male,Married,None,Employed,71,Fixed Deposit,3,85826,15,6,9,0,0.6,0,1,0,0,0
CUST0910,39,Male,Single,Secondary,Self-employed,82,Savings,1,128778,19,6,12,0,0.78,0,1,0,0,0
CUST0031,26,Female,Single,Secondary,Employed,65,Savings,3,234948,17,10,11,0,0.93,1,1,1,0,1
CUST0261,30,Male,Married,University,Employed,87,Current,2,122357,13,9,15,1,0.62,2,1,0,0,0
CUST0021,38,Male,Single,University,Employed,116,Savings,2,50956,18,9,12,0,0.57,1,1,1,1,0
CUST2368,44,Male,Divorced,Secondary,Employed,87,Savings,3,91235,16,7,7,1,0.71,2,1,1,0,0
CUST2440,28,Female,Single,University,Self-employed,131,Savings,3,22082,9,9,9,1,0.8,2,0,0,0,1
CUST1370,33,Female,Single,Primary,Employed,36,Savings,1,191332,23,9,8,0,0.95,3,1,0,1,1
CUST1066,41,Female,Married,Primary,Unemployed,53,Savings,2,190587,10,9,7,1,0.89,0,1,0,0,0
CUST0357,38,Female,Married,Secondary,Employed,165,Current,1,2876,15,9,10,1,0.57,2,1,0,0,1
CUST1342,33,Male,Single,Primary,Employed,28,Savings,1,23735,19,6,7,0,0.67,2,0,0,0,0
CUST0011,30,Male,Single,University,Unemployed,71,Savings,3,103498,11,9,8,1,0.56,1,1,0,0,1
CUST0870,26,Female,Divorced,Primary,Self-employed,20,Current,2,73791,11,8,14,0,0.62,1,1,0,0,0
CUST2244,25,Male,Single,Secondary,Employed,121,Savings,3,158991,12,10,9,0,0.52,1,0,0,0,0
CUST0707,41,Male,Married,University,Employed,83,Fixed Deposit,2,72117,21,4,9,0,0.87,0,1,1,0,0
CUST1787,38,Female,Married,Secondary,Self-employed,173,Savings,3,410172,17,8,12,1,0.52,0,0,0,0,0
CUST0674,26,Female,Single,University,Employed,118,Savings,2,621328,14,10,6,0,0.76,0,0,0,0,0
CUST2545,49,Male,Married,Secondary,Employed,93,Savings,2,44859,22,5,9,0,1,3,1,0,0,0
CUST0358,18,Male,Single,Secondary,Self-employed,121,Savings,1,28676,16,7,8,0,0.82,1,1,1,1,1
CUST0194,31,Female,Married,Primary,Employed,120,Savings,3,607625,15,7,9,1,0.77,0,0,0,0,0
CUST2353,37,Male,Married,Primary,Self-employed,141,Savings,3,141704,21,13,11,0,0.82,1,1,0,1,0
CUST1923,18,Male,Single,Secondary,Employed,127,Savings,1,74134,14,7,8,1,0.72,0,1,0,0,0
CUST2137,48,Male,Single,None,Self-employed,115,Savings,3,245188,12,11,16,0,0.62,1,0,0,0,0
CUST0090,30,Male,Single,Secondary,Unemployed,127,Savings,2,242245,17,7,9,0,0.58,1,1,1,0,0
CUST0433,46,Female,Single,None,Self-employed,64,Fixed Deposit,2,21947,20,5,10,0,0.95,1,1,1,0,0
CUST2880,30,Female,Single,University,Employed,42,Current,4,260516,17,7,5,0,0.68,1,0,0,0,1
CUST0099,19,Female,Single,Secondary,Unemployed,138,Current,2,146391,13,5,14,0,0.75,1,1,1,1,0
CUST2871,42,Male,Single,Secondary,Employed,119,Fixed Deposit,2,61628,20,10,10,1,0.5,1,1,1,1,0
CUST1970,32,Female,Married,Secondary,Employed,57,Savings,1,29690,22,7,18,1,0.68,1,1,0,0,0
CUST1064,34,Female,Single,University,Employed,125,Savings,1,16900,20,8,11,1,0.51,1,0,0,0,0
CUST1897,32,Male,Single,Primary,Employed,175,Current,3,57979,6,5,16,0,0.85,2,1,0,0,0
CUST2710,34,Female,Married,Primary,Self-employed,113,Savings,2,165847,15,7,9,0,0.93,1,1,0,0,0
CUST2765,29,Female,Single,Secondary,Employed,120,Savings,1,87910,18,7,16,0,0.73,3,0,0,0,1
CUST0183,30,Female,Married,University,Unemployed,106,Savings,4,6824,19,6,12,0,0.92,1,1,0,0,1
CUST1340,31,Female,Married,Secondary,Self-employed,24,Savings,2,610847,17,4,11,0,0.67,1,1,0,0,0
CUST0990,45,Male,Single,Secondary,Employed,162,Savings,3,5382,15,3,10,0,0.59,0,1,0,0,0
CUST2711,21,Male,Single,Secondary,Employed,78,Savings,3,215092,13,8,7,1,0.58,1,1,0,0,0
CUST1277,42,Female,Single,Secondary,Employed,79,Current,3,181432,10,12,12,0,0.88,0,1,1,0,0
CUST0883,34,Male,Married,Secondary,Self-employed,161,Savings,2,76355,24,10,9,0,0.68,1,1,0,0,1
CUST0442,43,Male,Married,None,Unemployed,49,Savings,4,506423,16,8,7,0,0.52,2,1,0,0,0
CUST1378,35,Female,Married,None,Employed,23,Current,3,394301,16,10,8,0,0.82,2,0,0,0,0
CUST1141,18,Female,Divorced,None,Employed,145,Savings,1,28915,10,5,7,0,0.71,3,1,0,0,1
CUST0349,19,Male,Divorced,Secondary,Employed,135,Current,1,78280,22,7,14,0,1,2,1,0,0,0
CUST2439,25,Female,Single,Primary,Self-employed,178,Savings,2,83953,14,8,10,0,0.9,3,1,0,0,0
CUST2182,35,Female,Married,Secondary,Employed,47,Current,2,79797,21,7,15,0,0.69,2,1,0,1,0
CUST2162,36,Male,Married,University,Self-employed,114,Savings,4,77402,8,6,7,0,0.55,0,1,0,0,1
CUST2935,31,Male,Married,Primary,Employed,20,Savings,4,310075,15,5,17,0,0.87,1,0,0,0,0
CUST2803,31,Male,Single,Secondary,Self-employed,150,Fixed Deposit,1,194059,20,6,10,0,0.58,0,1,0,0,0
CUST2717,37,Male,Single,None,Self-employed,27,Current,1,802251,11,9,8,0,0.87,3,0,1,0,0
CUST1749,22,Female,Married,Primary,Employed,8,Savings,2,64509,19,3,12,0,0.75,1,1,1,0,0
CUST1824,29,Male,Married,Primary,Employed,5,Savings,1,95387,13,9,12,0,0.55,0,0,1,0,1
CUST1143,23,Female,Divorced,Secondary,Unemployed,159,Fixed Deposit,2,49797,20,17,11,0,0.62,2,1,1,0,0
CUST0637,49,Male,Married,Secondary,Unemployed,11,Savings,2,87148,15,13,5,0,0.64,2,0,1,0,0
CUST0314,18,Male,Single,Primary,Employed,174,Fixed Deposit,3,16005,10,13,5,1,0.54,0,1,1,0,1
CUST1922,18,Female,Single,University,Employed,43,Current,2,26759,21,3,6,0,0.87,0,1,0,0,0
CUST2936,18,Male,Married,Primary,Self-employed,120,Savings,2,282274,19,3,8,0,0.53,1,1,0,0,0
CUST0873,34,Male,Married,Secondary,Self-employed,77,Current,1,31928,16,7,12,0,0.88,0,1,1,0,0
CUST2827,35,Male,Single,University,Employed,108,Savings,1,151986,13,6,5,0,0.91,3,1,1,1,0
CUST2578,30,Male,Married,None,Unemployed,136,Current,4,98149,11,10,8,0,0.56,2,1,1,1,0
CUST0257,29,Male,Single,Secondary,Employed,97,Savings,1,193495,6,6,14,0,0.65,0,1,1,0,0
CUST0336,41,Male,Single,University,Employed,21,Fixed Deposit,1,10401,19,7,15,0,0.93,3,1,0,0,1
CUST2889,22,Male,Married,Secondary,Employed,63,Current,2,377259,13,11,9,1,0.96,3,1,0,1,0
CUST1059,34,Female,Married,University,Employed,177,Current,3,37795,19,7,9,0,0.65,1,1,0,0,0
CUST2805,34,Male,Married,Secondary,Employed,146,Current,3,140125,20,14,9,0,0.75,1,1,0,0,0
CUST1302,28,Female,Single,Primary,Employed,120,Savings,2,269106,23,7,11,0,0.97,1,1,0,0,0
CUST1336,37,Male,Married,University,Employed,130,Savings,1,117311,14,4,9,0,0.58,2,1,0,0,1
CUST0517,43,Male,Married,University,Self-employed,1,Fixed Deposit,1,52215,17,3,10,0,0.54,0,0,0,0,0
CUST0001,30,Female,Single,Primary,Self-employed,139,Fixed Deposit,3,89313,14,6,12,0,0.82,0,0,1,1,1
CUST2040,28,Male,Married,Primary,Employed,51,Savings,2,46014,13,9,12,0,0.68,3,0,0,1,1
CUST0110,54,Male,Single,Secondary,Self-employed,18,Current,2,406534,16,6,10,0,0.54,2,0,0,1,1
CUST0076,33,Male,Married,Secondary,Self-employed,8,Savings,1,59473,19,8,13,1,0.96,0,1,0,0,1
CUST2577,18,Male,Single,Secondary,Employed,34,Fixed Deposit,2,137350,9,9,12,1,0.76,2,1,0,1,1
CUST2373,41,Female,Married,Primary,Self-employed,34,Savings,1,35507,26,10,11,0,0.58,2,1,0,0,0
CUST1137,43,Female,Single,Secondary,Employed,132,Current,1,263453,19,10,13,0,0.6,1,0,0,0,0
CUST0858,33,Male,Married,Primary,Employed,14,Current,1,104501,14,13,8,0,0.86,1,1,1,0,0
CUST0489,49,Female,Married,University,Employed,91,Savings,1,27339,14,3,14,0,0.9,1,1,0,0,1
CUST0311,30,Female,Married,Secondary,Employed,141,Savings,1,122724,15,4,14,0,0.6,2,1,0,1,0
CUST1529,36,Male,Single,Primary,Self-employed,29,Savings,3,144900,13,9,17,0,0.92,2,1,0,0,0
CUST1136,25,Male,Married,University,Self-employed,54,Savings,3,449783,12,7,10,0,0.52,0,1,0,0,0
CUST2607,32,Male,Married,Primary,Self-employed,45,Current,2,138705,21,4,7,2,0.82,3,0,0,1,1
CUST2620,26,Male,Single,Secondary,Employed,5,Savings,1,19616,20,9,10,0,0.99,3,0,0,0,0
CUST2970,18,Male,Single,Secondary,Unemployed,102,Current,4,57655,12,6,9,0,0.91,2,0,0,1,0
CUST2822,35,Male,Married,University,Employed,28,Savings,1,260721,19,18,18,0,0.52,0,1,0,0,0
CUST1646,19,Male,Single,Primary,Employed,54,Savings,1,173169,18,4,15,0,0.78,2,0,0,0,1
CUST2264,34,Male,Married,Primary,Unemployed,167,Savings,2,103043,18,6,7,0,0.94,1,0,0,0,0
CUST1540,46,Female,Single,University,Employed,140,Savings,2,543990,16,4,10,1,0.83,1,1,0,0,1
CUST1711,30,Male,Single,Primary,Self-employed,176,Savings,1,264789,18,5,10,0,0.92,1,1,0,1,0
